Record_ID,Client_ID,Timestamp,Device_Type,Battery_Level,Signal_Strength_dBm,Latency_ms,Data_Volume_MB,Local_Model_Accuracy,Privacy_Budget_Used,User_Heart_Rate,Location_X,Location_Y
REC_05056,Client_037,2025-01-04 12:16:00,AutonomousVehicle,86.93,-59.1,4.052,41.35,0.7129,1.77,82,0.6306,0.5081
REC_05057,Client_052,2025-01-04 12:17:00,AutonomousVehicle,23.49,-63.6,3.679,52.79,0.7177,3.9,78,0.6052,0.548
REC_05058,Client_051,2025-01-04 12:18:00,AutonomousVehicle,95.13,-45.2,11.715,2.76,0.7189,4.66,80,0.7024,0.7159
REC_05059,Client_035,2025-01-04 12:19:00,Wearable,55.67,-52.6,0.992,133.77,0.9177,1.63,70,0.8486,0.1245
REC_05060,Client_094,2025-01-04 12:20:00,IndustrialController,93.38,-66.4,3.339,1.06,0.8821,2.32,78,0.0361,0.9934
REC_05061,Client_018,2025-01-04 12:21:00,Wearable,40.31,-55.7,3.091,0.4,0.9433,0.53,74,0.7381,0.2777
REC_05062,Client_011,2025-01-04 12:22:00,SmartSensor,74.44,-47.3,3.151,12.82,0.7166,1.54,70,0.0514,0.9798
REC_05063,Client_062,2025-01-04 12:23:00,IndustrialController,53.46,-73.9,1.556,251.77,0.8729,2.78,105,0.7938,0.6856
REC_05064,Client_066,2025-01-04 12:24:00,AutonomousVehicle,66.41,-70.2,6.999,3.76,0.8333,0.98,72,0.7933,0.6836
REC_05065,Client_021,2025-01-04 12:25:00,Wearable,55.39,-60.1,5.399,103.77,0.8598,2.73,83,0.1909,0.9219
REC_05066,Client_042,2025-01-04 12:26:00,AutonomousVehicle,97.04,-59.6,2.02,8.66,0.8282,1.63,72,0.2092,0.8859
REC_05067,Client_096,2025-01-04 12:27:00,AutonomousVehicle,72.29,-60.5,2.407,5.78,0.8688,4.95,94,0.0781,0.2271
REC_05068,Client_018,2025-01-04 12:28:00,SmartSensor,32.62,-63.1,1.384,75.47,0.9268,1.94,64,0.2403,0.6968
REC_05069,Client_069,2025-01-04 12:29:00,IndustrialController,91.87,-63.3,2.626,93.76,0.8469,0.29,86,0.4993,0.5049
REC_05070,Client_066,2025-01-04 12:30:00,SmartSensor,36.46,-56.2,4.205,78.55,0.9241,2.42,54,0.3888,0.4924
REC_05071,Client_043,2025-01-04 12:31:00,SmartSensor,43.44,-48.7,1.107,13.79,0.8955,1.74,62,0.2238,0.0148
REC_05072,Client_091,2025-01-04 12:32:00,SmartSensor,19.19,-64.8,2.854,105.95,0.9162,1.91,84,0.6211,0.5261
REC_05073,Client_073,2025-01-04 12:33:00,AutonomousVehicle,91.0,-35.6,0.752,3.73,0.8648,1.92,81,0.5228,0.0955
REC_05074,Client_043,2025-01-04 12:34:00,SmartSensor,35.75,-40.4,2.183,20.93,0.8297,4.42,63,0.1254,0.2689
REC_05075,Client_048,2025-01-04 12:35:00,SmartSensor,33.3,-46.7,4.376,31.1,0.7174,2.54,70,0.3207,0.0107
REC_05076,Client_069,2025-01-04 12:36:00,IndustrialController,92.82,-53.8,2.745,3.51,0.9087,1.34,87,0.9409,0.4009
REC_05077,Client_062,2025-01-04 12:37:00,IndustrialController,82.5,-39.9,1.057,43.36,0.7605,3.98,91,0.6735,0.9253
REC_05078,Client_083,2025-01-04 12:38:00,SmartSensor,22.7,-62.9,4.209,40.98,0.7092,2.27,79,0.9509,0.802
REC_05079,Client_038,2025-01-04 12:39:00,IndustrialController,79.24,-68.3,3.145,242.57,0.8298,0.81,72,0.4558,0.0575
REC_05080,Client_032,2025-01-04 12:40:00,IndustrialController,92.17,-65.3,2.163,48.6,0.8581,4.99,88,0.0203,0.7128
REC_05081,Client_013,2025-01-04 12:41:00,SmartSensor,17.07,-70.0,2.662,25.34,0.8655,0.23,69,0.7922,0.7277
REC_05082,Client_003,2025-01-04 12:42:00,AutonomousVehicle,84.27,-58.8,2.695,78.08,0.8674,3.58,70,0.0945,0.7785
REC_05083,Client_002,2025-01-04 12:43:00,SmartSensor,59.27,-57.0,1.718,20.4,0.8634,4.25,66,0.9425,0.6574
REC_05084,Client_093,2025-01-04 12:44:00,IndustrialController,70.23,-58.0,7.26,38.06,0.902,1.83,58,0.3065,0.0665
REC_05085,Client_068,2025-01-04 12:45:00,AutonomousVehicle,54.36,-60.1,7.878,2.85,0.8923,0.87,82,0.6588,0.6527
REC_05086,Client_060,2025-01-04 12:46:00,Wearable,72.8,-58.7,0.305,19.48,0.9032,2.24,75,0.8463,0.215
REC_05087,Client_061,2025-01-04 12:47:00,AutonomousVehicle,13.07,-42.6,3.355,37.55,0.8151,2.46,81,0.458,0.5934
REC_05088,Client_088,2025-01-04 12:48:00,IndustrialController,78.64,-53.8,8.83,60.59,0.7157,5.0,80,0.4301,0.6786
REC_05089,Client_051,2025-01-04 12:49:00,AutonomousVehicle,13.0,-50.8,2.488,5.21,0.8599,0.2,94,0.1861,0.1062
REC_05090,Client_083,2025-01-04 12:50:00,SmartSensor,50.98,-58.1,6.43,79.77,0.7526,3.31,89,0.7281,0.4668
REC_05091,Client_035,2025-01-04 12:51:00,Wearable,23.59,-76.2,5.589,115.21,0.9149,4.04,70,0.3393,0.2331
REC_05092,Client_099,2025-01-04 12:52:00,Wearable,84.12,-78.1,1.674,16.5,0.8804,3.13,74,0.6276,0.8074
REC_05093,Client_064,2025-01-04 12:53:00,Wearable,38.23,-39.2,3.194,72.48,0.8915,3.19,70,0.2466,0.9313
REC_05094,Client_029,2025-01-04 12:54:00,IndustrialController,50.87,-65.3,3.464,9.94,0.7716,4.39,73,0.7391,0.5161
REC_05095,Client_062,2025-01-04 12:55:00,IndustrialController,48.59,-66.2,2.232,37.06,0.8583,2.87,80,0.6965,0.5549
REC_05096,Client_050,2025-01-04 12:56:00,Wearable,79.53,-57.5,4.781,79.88,0.832,4.42,83,0.0087,0.0791
REC_05097,Client_014,2025-01-04 12:57:00,AutonomousVehicle,53.3,-54.5,5.648,24.43,0.7671,1.13,91,0.1019,0.3893
REC_05098,Client_052,2025-01-04 12:58:00,Wearable,81.01,-53.2,3.799,1.33,0.9031,2.63,91,0.082,0.1448
REC_05099,Client_037,2025-01-04 12:59:00,AutonomousVehicle,16.62,-42.3,6.017,38.82,0.8375,0.26,74,0.0348,0.7045
REC_05100,Client_004,2025-01-04 13:00:00,AutonomousVehicle,27.24,-45.0,3.881,93.12,0.7477,4.04,66,0.0597,0.9591
REC_05101,Client_097,2025-01-04 13:01:00,IndustrialController,59.64,-68.1,3.429,5.73,0.7763,3.91,78,0.325,0.8069
REC_05102,Client_065,2025-01-04 13:02:00,AutonomousVehicle,95.24,-50.3,0.623,1.5,0.7568,2.74,69,0.7659,0.3881
REC_05103,Client_088,2025-01-04 13:03:00,Wearable,16.73,-63.8,1.151,82.78,0.7781,2.04,84,0.5328,0.6636
REC_05104,Client_069,2025-01-04 13:04:00,IndustrialController,13.88,-61.4,9.867,15.54,0.747,1.91,90,0.1062,0.9975
REC_05105,Client_031,2025-01-04 13:05:00,SmartSensor,24.09,-70.9,5.13,22.65,0.7928,1.09,82,0.052,0.0408
REC_05106,Client_048,2025-01-04 13:06:00,SmartSensor,67.7,-76.9,8.662,4.55,0.8735,2.2,77,0.1041,0.2781
REC_05107,Client_069,2025-01-04 13:07:00,IndustrialController,45.91,-60.3,3.035,5.08,0.9398,1.59,82,0.3735,0.0791
REC_05108,Client_099,2025-01-04 13:08:00,Wearable,84.3,-69.6,14.152,47.67,0.7526,2.93,72,0.3042,0.638
REC_05109,Client_019,2025-01-04 13:09:00,SmartSensor,16.47,-50.7,3.289,40.17,0.775,3.95,65,0.7098,0.8421
REC_05110,Client_083,2025-01-04 13:10:00,SmartSensor,27.68,-62.8,3.055,17.29,0.7005,3.5,80,0.6255,0.3636
REC_05111,Client_093,2025-01-04 13:11:00,AutonomousVehicle,37.0,-56.9,0.728,30.14,0.7563,2.62,90,0.8767,0.394
REC_05112,Client_068,2025-01-04 13:12:00,AutonomousVehicle,66.41,-46.3,6.093,24.57,0.8046,4.75,69,0.9483,0.2941
REC_05113,Client_099,2025-01-04 13:13:00,Wearable,71.67,-74.9,8.565,59.38,0.8154,1.07,71,0.0014,0.5634
REC_05114,Client_042,2025-01-04 13:14:00,IndustrialController,21.18,-67.2,11.406,99.06,0.7666,3.24,85,0.2281,0.1265
REC_05115,Client_099,2025-01-04 13:15:00,Wearable,94.94,-58.2,3.568,72.43,0.7376,0.53,74,0.078,0.1882
REC_05116,Client_070,2025-01-04 13:16:00,IndustrialController,40.69,-56.9,1.962,0.22,0.8408,3.4,74,0.3066,0.0812
REC_05117,Client_002,2025-01-04 13:17:00,SmartSensor,74.19,-49.0,3.195,5.24,0.8023,3.65,67,0.5973,0.1434
REC_05118,Client_092,2025-01-04 13:18:00,AutonomousVehicle,57.18,-51.3,5.051,28.05,0.8066,3.93,81,0.2664,0.8437
REC_05119,Client_046,2025-01-04 13:19:00,Wearable,30.05,-59.0,2.769,95.46,0.9237,3.35,73,0.1899,0.1801
REC_05120,Client_046,2025-01-04 13:20:00,Wearable,86.16,-57.0,3.094,13.52,0.8404,0.7,57,0.3868,0.4832
REC_05121,Client_062,2025-01-04 13:21:00,IndustrialController,83.64,-56.7,3.448,105.58,0.7971,0.32,81,0.0176,0.6992
REC_05122,Client_012,2025-01-04 13:22:00,IndustrialController,45.65,-74.7,3.615,5.83,0.7634,3.6,84,0.9733,0.1886
REC_05123,Client_046,2025-01-04 13:23:00,Wearable,62.97,-61.6,1.207,3.77,0.8071,4.01,72,0.9671,0.4492
REC_05124,Client_087,2025-01-04 13:24:00,IndustrialController,33.2,-57.5,4.189,122.33,0.9155,0.26,86,0.1343,0.2142
REC_05125,Client_002,2025-01-04 13:25:00,Wearable,72.09,-55.4,1.803,8.84,0.9413,0.83,60,0.1893,0.9148
REC_05126,Client_029,2025-01-04 13:26:00,Wearable,37.81,-69.2,3.861,31.16,0.7943,3.97,64,0.5654,0.0368
REC_05127,Client_001,2025-01-04 13:27:00,Wearable,85.97,-72.7,0.848,19.72,0.7522,4.84,69,0.3088,0.5869
REC_05128,Client_039,2025-01-04 13:28:00,SmartSensor,29.56,-62.3,7.518,7.99,0.9286,2.65,75,0.0122,0.8812
REC_05129,Client_072,2025-01-04 13:29:00,IndustrialController,11.33,-40.3,3.509,50.0,0.7361,0.85,79,0.0541,0.7861
REC_05130,Client_085,2025-01-04 13:30:00,AutonomousVehicle,34.17,-68.2,2.991,165.76,0.7743,1.67,69,0.6732,0.2334
REC_05131,Client_096,2025-01-04 13:31:00,AutonomousVehicle,27.19,-48.3,6.933,53.66,0.751,3.93,82,0.2102,0.5374
REC_05132,Client_063,2025-01-04 13:32:00,IndustrialController,55.75,-44.2,5.053,21.82,0.8415,2.76,68,0.5383,0.0621
REC_05133,Client_027,2025-01-04 13:33:00,Wearable,28.33,-59.5,2.752,62.2,0.8022,0.38,46,0.2765,0.279
REC_05134,Client_093,2025-01-04 13:34:00,AutonomousVehicle,78.69,-66.8,8.097,7.73,0.7718,1.61,59,0.5249,0.3849
REC_05135,Client_081,2025-01-04 13:35:00,AutonomousVehicle,31.72,-54.9,3.515,43.38,0.892,3.79,94,0.9989,0.0749
REC_05136,Client_062,2025-01-04 13:36:00,IndustrialController,73.63,-58.1,3.333,31.69,0.866,1.7,66,0.6907,0.1673
REC_05137,Client_070,2025-01-04 13:37:00,AutonomousVehicle,62.06,-68.6,3.932,22.31,0.9489,2.22,67,0.3466,0.8433
REC_05138,Client_099,2025-01-04 13:38:00,Wearable,98.76,-66.6,11.991,67.27,0.778,4.53,57,0.9653,0.4676
REC_05139,Client_072,2025-01-04 13:39:00,IndustrialController,99.99,-55.5,0.757,6.31,0.9113,4.92,81,0.0346,0.9423
REC_05140,Client_035,2025-01-04 13:40:00,Wearable,88.26,-50.7,12.654,38.05,0.7756,3.81,69,0.1708,0.1564
REC_05141,Client_070,2025-01-04 13:41:00,AutonomousVehicle,78.4,-63.2,6.77,96.34,0.7023,1.28,73,0.4985,0.6704
REC_05142,Client_004,2025-01-04 13:42:00,AutonomousVehicle,44.78,-60.7,2.829,11.26,0.7377,1.29,73,0.2921,0.7641
REC_05143,Client_035,2025-01-04 13:43:00,Wearable,77.79,-53.3,2.48,15.36,0.8271,1.59,54,0.7199,0.7759
REC_05144,Client_037,2025-01-04 13:44:00,SmartSensor,96.1,-61.7,4.325,54.04,0.9025,0.89,68,0.0343,0.7607
REC_05145,Client_019,2025-01-04 13:45:00,AutonomousVehicle,12.1,-63.0,4.934,74.05,0.7144,0.98,89,0.274,0.1677
REC_05146,Client_001,2025-01-04 13:46:00,SmartSensor,58.41,-67.6,7.722,16.66,0.908,1.35,76,0.8556,0.4467
REC_05147,Client_012,2025-01-04 13:47:00,AutonomousVehicle,29.62,-67.7,3.346,22.31,0.879,3.33,52,0.402,0.8915
REC_05148,Client_057,2025-01-04 13:48:00,SmartSensor,60.21,-33.3,3.349,67.34,0.7086,3.1,73,0.203,0.5703
REC_05149,Client_078,2025-01-04 13:49:00,SmartSensor,51.98,-62.0,0.394,16.8,0.7266,1.77,69,0.5186,0.3736
REC_05150,Client_095,2025-01-04 13:50:00,SmartSensor,61.82,-46.3,2.354,54.87,0.7189,1.06,70,0.3663,0.0142
REC_05151,Client_035,2025-01-04 13:51:00,Wearable,59.59,-43.2,9.954,8.65,0.8697,3.16,67,0.2825,0.6078
REC_05152,Client_052,2025-01-04 13:52:00,SmartSensor,96.41,-61.8,5.196,26.49,0.8403,0.74,67,0.8485,0.8946
REC_05153,Client_091,2025-01-04 13:53:00,SmartSensor,59.7,-56.3,5.129,58.35,0.7897,0.82,73,0.8514,0.2038
REC_05154,Client_012,2025-01-04 13:54:00,SmartSensor,86.16,-59.0,2.554,30.8,0.7221,1.98,67,0.4184,0.995
REC_05155,Client_071,2025-01-04 13:55:00,AutonomousVehicle,38.78,-76.1,2.304,0.97,0.7982,2.88,85,0.6039,0.2105
REC_05156,Client_069,2025-01-04 13:56:00,SmartSensor,49.43,-75.5,5.226,26.08,0.8705,3.67,66,0.7187,0.5704
REC_05157,Client_009,2025-01-04 13:57:00,AutonomousVehicle,52.34,-59.5,4.439,17.01,0.7234,3.47,60,0.7039,0.4803
REC_05158,Client_083,2025-01-04 13:58:00,SmartSensor,35.09,-64.2,5.243,5.34,0.9141,1.95,88,0.3327,0.7705
REC_05159,Client_081,2025-01-04 13:59:00,SmartSensor,44.18,-41.1,3.856,0.46,0.7157,3.31,69,0.6612,0.4894
REC_05160,Client_003,2025-01-04 14:00:00,Wearable,63.87,-62.4,4.444,2.33,0.852,1.14,71,0.9183,0.3364
REC_05161,Client_009,2025-01-04 14:01:00,AutonomousVehicle,62.22,-40.5,1.157,149.04,0.7473,2.52,53,0.0554,0.9594
REC_05162,Client_002,2025-01-04 14:02:00,SmartSensor,67.28,-64.8,10.83,69.28,0.7229,3.11,51,0.073,0.5684
REC_05163,Client_041,2025-01-04 14:03:00,AutonomousVehicle,41.66,-40.9,2.637,140.46,0.7887,3.75,74,0.8525,0.0441
REC_05164,Client_052,2025-01-04 14:04:00,AutonomousVehicle,38.42,-54.9,3.968,6.1,0.8667,0.49,81,0.6024,0.4429
REC_05165,Client_059,2025-01-04 14:05:00,IndustrialController,65.05,-54.4,0.435,42.26,0.7303,0.6,90,0.0272,0.5016
REC_05166,Client_029,2025-01-04 14:06:00,Wearable,21.96,-65.1,2.265,4.35,0.8189,0.46,73,0.766,0.0338
REC_05167,Client_099,2025-01-04 14:07:00,Wearable,32.77,-54.2,3.758,1.36,0.8015,2.78,75,0.1063,0.6829
REC_05168,Client_035,2025-01-04 14:08:00,Wearable,13.79,-43.1,5.031,31.39,0.8069,2.89,68,0.8396,0.4832
REC_05169,Client_006,2025-01-04 14:09:00,IndustrialController,16.53,-61.4,0.6,51.97,0.9359,0.15,83,0.483,0.1136
REC_05170,Client_032,2025-01-04 14:10:00,IndustrialController,31.9,-63.4,3.752,3.28,0.7873,3.32,78,0.2914,0.3356
REC_05171,Client_050,2025-01-04 14:11:00,Wearable,11.76,-62.5,7.747,22.71,0.9479,3.84,66,0.6176,0.5007
REC_05172,Client_045,2025-01-04 14:12:00,IndustrialController,32.09,-43.8,4.68,4.72,0.8346,0.67,69,0.1739,0.8724
REC_05173,Client_030,2025-01-04 14:13:00,IndustrialController,68.95,-51.4,8.245,22.48,0.9106,1.75,58,0.5378,0.4613
REC_05174,Client_012,2025-01-04 14:14:00,IndustrialController,15.5,-45.5,5.031,31.91,0.7872,4.26,67,0.49,0.9038
REC_05175,Client_080,2025-01-04 14:15:00,Wearable,49.31,-56.9,2.482,20.59,0.7212,3.47,78,0.2402,0.7567
REC_05176,Client_099,2025-01-04 14:16:00,Wearable,92.18,-59.6,3.159,42.93,0.7211,1.59,79,0.6678,0.6457
REC_05177,Client_033,2025-01-04 14:17:00,Wearable,81.22,-55.8,4.05,43.92,0.8435,3.74,65,0.3504,0.6224
REC_05178,Client_039,2025-01-04 14:18:00,IndustrialController,37.49,-49.3,5.391,20.24,0.9325,4.45,57,0.8505,0.7294
REC_05179,Client_057,2025-01-04 14:19:00,Wearable,93.23,-62.5,5.639,24.68,0.7178,1.62,71,0.0835,0.4434
REC_05180,Client_072,2025-01-04 14:20:00,IndustrialController,39.67,-46.3,2.732,29.09,0.8723,3.45,103,0.7701,0.4224
REC_05181,Client_037,2025-01-04 14:21:00,SmartSensor,16.53,-56.3,2.688,23.55,0.8408,0.56,78,0.4378,0.2188
REC_05182,Client_096,2025-01-04 14:22:00,IndustrialController,99.47,-84.1,2.366,71.49,0.8631,0.39,60,0.3119,0.5581
REC_05183,Client_056,2025-01-04 14:23:00,AutonomousVehicle,88.3,-51.2,0.976,7.54,0.7539,2.97,70,0.9389,0.6943
REC_05184,Client_046,2025-01-04 14:24:00,Wearable,51.93,-72.7,6.556,97.26,0.7176,2.51,64,0.2,0.2656
REC_05185,Client_058,2025-01-04 14:25:00,Wearable,69.97,-51.4,2.763,20.12,0.7187,4.07,78,0.4231,0.2313
REC_05186,Client_096,2025-01-04 14:26:00,AutonomousVehicle,70.41,-51.0,1.459,64.36,0.7617,3.92,59,0.4641,0.1862
REC_05187,Client_083,2025-01-04 14:27:00,IndustrialController,27.5,-56.7,4.993,107.61,0.7534,1.5,85,0.2976,0.0602
REC_05188,Client_002,2025-01-04 14:28:00,SmartSensor,28.0,-54.6,5.342,109.22,0.7316,2.61,74,0.089,0.9158
REC_05189,Client_041,2025-01-04 14:29:00,AutonomousVehicle,52.26,-49.0,1.217,30.11,0.7662,3.8,74,0.9052,0.9091
REC_05190,Client_050,2025-01-04 14:30:00,AutonomousVehicle,92.04,-65.0,7.625,14.83,0.8335,1.43,62,0.894,0.1526
REC_05191,Client_035,2025-01-04 14:31:00,IndustrialController,10.9,-52.1,6.947,46.54,0.9374,1.87,66,0.6289,0.8164
REC_05192,Client_064,2025-01-04 14:32:00,Wearable,80.43,-48.4,3.948,10.16,0.9306,0.39,49,0.3244,0.3969
REC_05193,Client_087,2025-01-04 14:33:00,IndustrialController,15.18,-42.4,3.831,78.17,0.7679,0.74,74,0.628,0.5754
REC_05194,Client_073,2025-01-04 14:34:00,AutonomousVehicle,53.04,-71.1,6.509,62.13,0.7166,3.09,87,0.9644,0.5407
REC_05195,Client_099,2025-01-04 14:35:00,AutonomousVehicle,67.41,-55.9,2.592,79.39,0.9489,2.53,65,0.8834,0.6964
REC_05196,Client_029,2025-01-04 14:36:00,Wearable,71.81,-69.6,7.676,28.39,0.8191,0.93,72,0.1656,0.6065
REC_05197,Client_088,2025-01-04 14:37:00,Wearable,15.26,-70.0,0.626,40.76,0.9446,0.14,65,0.8162,0.2595
REC_05198,Client_073,2025-01-04 14:38:00,Wearable,47.67,-56.4,4.238,5.42,0.8344,0.93,65,0.7978,0.3797
REC_05199,Client_038,2025-01-04 14:39:00,IndustrialController,62.55,-59.2,3.407,58.18,0.9216,3.77,63,0.9173,0.3634
REC_05200,Client_067,2025-01-04 14:40:00,Wearable,15.94,-48.5,1.151,33.36,0.8118,0.56,84,0.0475,0.9309
REC_05201,Client_010,2025-01-04 14:41:00,AutonomousVehicle,22.16,-63.5,6.643,35.59,0.8555,2.07,73,0.7665,0.0445
REC_05202,Client_083,2025-01-04 14:42:00,AutonomousVehicle,69.73,-61.3,2.317,93.86,0.8339,1.27,62,0.5461,0.7823
REC_05203,Client_048,2025-01-04 14:43:00,SmartSensor,56.95,-57.9,6.063,73.99,0.755,2.79,81,0.5383,0.4462
REC_05204,Client_030,2025-01-04 14:44:00,IndustrialController,24.56,-68.6,5.205,38.31,0.8909,2.61,61,0.3493,0.7342
REC_05205,Client_058,2025-01-04 14:45:00,SmartSensor,58.17,-67.2,1.839,21.93,0.7137,4.92,77,0.7858,0.3062
REC_05206,Client_065,2025-01-04 14:46:00,AutonomousVehicle,92.14,-48.8,0.652,29.57,0.7906,3.89,72,0.4237,0.099
REC_05207,Client_013,2025-01-04 14:47:00,SmartSensor,11.4,-65.5,4.647,21.6,0.9175,4.7,86,0.3579,0.8047
REC_05208,Client_003,2025-01-04 14:48:00,AutonomousVehicle,67.84,-48.2,5.338,8.22,0.8257,2.93,76,0.9603,0.1041
REC_05209,Client_041,2025-01-04 14:49:00,SmartSensor,16.63,-53.9,4.3,51.89,0.7194,3.72,79,0.4629,0.814
REC_05210,Client_050,2025-01-04 14:50:00,Wearable,10.58,-75.5,1.852,58.8,0.7519,4.49,70,0.7925,0.5351
REC_05211,Client_083,2025-01-04 14:51:00,SmartSensor,23.56,-54.7,11.868,177.39,0.7274,0.3,79,0.1392,0.6799
REC_05212,Client_099,2025-01-04 14:52:00,Wearable,48.06,-54.8,3.439,30.41,0.7694,4.59,71,0.7401,0.266
REC_05213,Client_050,2025-01-04 14:53:00,Wearable,82.21,-55.8,0.755,295.58,0.7413,1.14,79,0.671,0.6789
REC_05214,Client_076,2025-01-04 14:54:00,IndustrialController,35.36,-61.4,6.729,10.36,0.878,3.55,80,0.5109,0.8925
REC_05215,Client_046,2025-01-04 14:55:00,Wearable,66.31,-69.4,2.028,53.45,0.8649,3.89,97,0.1374,0.1804
REC_05216,Client_069,2025-01-04 14:56:00,Wearable,47.0,-46.5,5.508,262.65,0.7338,0.64,43,0.1206,0.8199
REC_05217,Client_013,2025-01-04 14:57:00,SmartSensor,31.09,-61.0,1.753,51.13,0.8112,4.77,65,0.6763,0.5786
REC_05218,Client_041,2025-01-04 14:58:00,AutonomousVehicle,56.28,-68.8,3.525,30.11,0.774,4.64,56,0.8558,0.2137
REC_05219,Client_067,2025-01-04 14:59:00,IndustrialController,81.77,-55.4,1.35,36.21,0.7843,3.31,64,0.5672,0.8358
REC_05220,Client_002,2025-01-04 15:00:00,Wearable,84.92,-67.4,3.304,93.38,0.844,0.86,77,0.4609,0.2247
REC_05221,Client_072,2025-01-04 15:01:00,IndustrialController,86.19,-69.5,1.915,139.93,0.9247,2.87,75,0.52,0.8804
REC_05222,Client_082,2025-01-04 15:02:00,SmartSensor,40.47,-63.8,2.914,30.25,0.9243,1.79,88,0.1566,0.3576
REC_05223,Client_037,2025-01-04 15:03:00,Wearable,81.41,-66.7,2.343,74.0,0.8033,4.66,84,0.052,0.7002
REC_05224,Client_041,2025-01-04 15:04:00,SmartSensor,29.1,-69.1,6.888,135.67,0.7983,2.09,77,0.8291,0.73
REC_05225,Client_088,2025-01-04 15:05:00,IndustrialController,76.46,-51.9,8.557,16.57,0.8295,3.5,100,0.8464,0.4963
REC_05226,Client_077,2025-01-04 15:06:00,SmartSensor,95.35,-61.1,2.261,33.98,0.8185,3.22,68,0.7532,0.8376
REC_05227,Client_030,2025-01-04 15:07:00,IndustrialController,11.24,-47.5,7.361,269.28,0.7154,1.43,86,0.7716,0.3698
REC_05228,Client_029,2025-01-04 15:08:00,SmartSensor,49.63,-68.5,11.485,21.81,0.8447,2.72,66,0.2139,0.8528
REC_05229,Client_069,2025-01-04 15:09:00,IndustrialController,68.3,-77.3,1.247,48.34,0.8462,2.11,57,0.1087,0.5698
REC_05230,Client_056,2025-01-04 15:10:00,AutonomousVehicle,73.16,-58.5,3.132,53.51,0.8126,1.94,68,0.16,0.0419
REC_05231,Client_012,2025-01-04 15:11:00,SmartSensor,25.85,-41.4,2.563,8.37,0.8035,4.33,85,0.6387,0.4509
REC_05232,Client_029,2025-01-04 15:12:00,SmartSensor,97.5,-54.7,11.172,82.15,0.9347,0.78,68,0.3973,0.818
REC_05233,Client_091,2025-01-04 15:13:00,AutonomousVehicle,65.37,-27.8,4.18,26.63,0.8502,2.11,76,0.0157,0.2644
REC_05234,Client_070,2025-01-04 15:14:00,AutonomousVehicle,24.79,-56.7,11.472,34.69,0.9041,0.13,66,0.9504,0.7127
REC_05235,Client_095,2025-01-04 15:15:00,SmartSensor,11.85,-57.6,5.901,51.48,0.9385,1.38,73,0.2303,0.4511
REC_05236,Client_079,2025-01-04 15:16:00,AutonomousVehicle,80.49,-81.6,6.4,26.42,0.9025,3.15,89,0.0043,0.3104
REC_05237,Client_099,2025-01-04 15:17:00,Wearable,17.17,-55.7,3.456,19.66,0.9357,0.53,70,0.3841,0.8894
REC_05238,Client_025,2025-01-04 15:18:00,IndustrialController,22.69,-58.3,5.029,39.53,0.8898,1.43,89,0.213,0.4799
REC_05239,Client_081,2025-01-04 15:19:00,IndustrialController,61.73,-64.1,4.728,21.29,0.7425,4.41,58,0.369,0.7545
REC_05240,Client_001,2025-01-04 15:20:00,IndustrialController,64.32,-61.4,5.117,28.47,0.7567,3.49,44,0.9384,0.4636
REC_05241,Client_061,2025-01-04 15:21:00,Wearable,71.82,-60.7,0.563,5.74,0.7485,0.44,60,0.621,0.305
REC_05242,Client_050,2025-01-04 15:22:00,AutonomousVehicle,45.42,-61.8,9.84,93.13,0.7805,4.96,78,0.6458,0.9202
REC_05243,Client_041,2025-01-04 15:23:00,AutonomousVehicle,79.65,-39.1,5.233,26.53,0.7887,4.73,71,0.8836,0.1353
REC_05244,Client_083,2025-01-04 15:24:00,SmartSensor,97.69,-63.7,3.127,4.32,0.9028,0.79,68,0.1136,0.5806
REC_05245,Client_090,2025-01-04 15:25:00,AutonomousVehicle,34.4,-58.3,6.547,78.04,0.7902,4.62,54,0.1002,0.1968
REC_05246,Client_001,2025-01-04 15:26:00,SmartSensor,73.27,-64.0,3.246,0.99,0.8818,2.79,59,0.8553,0.1154
REC_05247,Client_055,2025-01-04 15:27:00,Wearable,93.56,-52.2,7.455,45.73,0.926,4.65,65,0.1592,0.0955
REC_05248,Client_039,2025-01-04 15:28:00,IndustrialController,71.77,-58.2,2.274,60.64,0.7286,4.84,76,0.734,0.7673
REC_05249,Client_046,2025-01-04 15:29:00,IndustrialController,71.3,-62.8,10.093,10.61,0.7001,3.5,84,0.2089,0.2616
REC_05250,Client_087,2025-01-04 15:30:00,IndustrialController,30.14,-79.3,4.162,7.04,0.9222,1.53,66,0.475,0.5691
REC_05251,Client_037,2025-01-04 15:31:00,AutonomousVehicle,58.16,-57.6,10.022,6.05,0.7596,4.63,65,0.3854,0.4927
REC_05252,Client_091,2025-01-04 15:32:00,SmartSensor,60.63,-63.1,12.648,250.51,0.7384,2.91,63,0.1035,0.8684
REC_05253,Client_012,2025-01-04 15:33:00,SmartSensor,73.01,-60.6,2.558,70.34,0.7738,1.77,88,0.6714,0.7658
REC_05254,Client_060,2025-01-04 15:34:00,Wearable,99.71,-71.8,0.208,18.75,0.7465,2.35,71,0.8547,0.6949
REC_05255,Client_068,2025-01-04 15:35:00,AutonomousVehicle,13.03,-45.7,0.138,20.44,0.8984,2.09,77,0.0994,0.9018
REC_05256,Client_027,2025-01-04 15:36:00,Wearable,15.87,-51.4,1.271,52.3,0.8586,4.68,70,0.3576,0.5855
